location,parameter,value,unit,sourcename,coordinates_latitude,coordinates_longitude,date_utc,date_local,city,aqi,aqi_category,health_recommendation,latitude,longitude,district
New York Downtown,o3,45.0,ppb,Dummy Data Generator,40.71,-74.01,2025-05-20T02:16:15.497937,2025-05-19T22:16:15.497950,New York,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",40.71,-74.01,Downtown
New York Downtown,o3,45.0,ppb,Dummy Data Generator,40.71,-74.01,2025-05-20T02:16:15.497998,2025-05-19T22:16:15.498002,New York,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",40.71,-74.01,Downtown
New York Downtown,o3,45.0,ppb,Dummy Data Generator,40.71,-74.01,2025-05-20T02:16:15.498007,2025-05-19T22:16:15.498008,New York,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",40.71,-74.01,Downtown
New York Downtown,o3,45.0,ppb,Dummy Data Generator,40.71,-74.01,2025-05-20T02:16:15.498012,2025-05-19T22:16:15.498013,New York,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",40.71,-74.01,Downtown
New York Downtown,o3,45.0,ppb,Dummy Data Generator,40.71,-74.01,2025-05-20T02:16:15.498016,2025-05-19T22:16:15.498017,New York,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",40.71,-74.01,Downtown
New York Downtown,o3,45.0,ppb,Dummy Data Generator,40.71,-74.01,2025-05-20T02:16:15.498021,2025-05-19T22:16:15.498022,New York,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",40.71,-74.01,Downtown
New York Downtown,o3,45.0,ppb,Dummy Data Generator,40.71,-74.01,2025-05-20T02:16:15.498049,2025-05-19T22:16:15.498051,New York,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",40.71,-74.01,Downtown
New York Downtown,o3,45.0,ppb,Dummy Data Generator,40.71,-74.01,2025-05-20T02:16:15.498055,2025-05-19T22:16:15.498056,New York,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",40.71,-74.01,Downtown
New York Downtown,o3,45.0,ppb,Dummy Data Generator,40.71,-74.01,2025-05-20T02:16:15.498059,2025-05-19T22:16:15.498060,New York,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",40.71,-74.01,Downtown
New York Downtown,o3,45.0,ppb,Dummy Data Generator,40.71,-74.01,2025-05-20T02:16:15.498064,2025-05-19T22:16:15.498065,New York,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",40.71,-74.01,Downtown
New York Downtown,no2,25.0,ppb,Dummy Data Generator,40.71,-74.01,2025-05-20T02:16:15.500793,2025-05-19T22:16:15.500800,New York,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",40.71,-74.01,Downtown
New York Downtown,no2,25.0,ppb,Dummy Data Generator,40.71,-74.01,2025-05-20T02:16:15.500806,2025-05-19T22:16:15.500808,New York,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",40.71,-74.01,Downtown
New York Downtown,no2,25.0,ppb,Dummy Data Generator,40.71,-74.01,2025-05-20T02:16:15.500812,2025-05-19T22:16:15.500813,New York,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",40.71,-74.01,Downtown
New York Downtown,no2,25.0,ppb,Dummy Data Generator,40.71,-74.01,2025-05-20T02:16:15.500816,2025-05-19T22:16:15.500817,New York,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",40.71,-74.01,Downtown
New York Downtown,no2,25.0,ppb,Dummy Data Generator,40.71,-74.01,2025-05-20T02:16:15.500821,2025-05-19T22:16:15.500822,New York,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",40.71,-74.01,Downtown
New York Downtown,no2,25.0,ppb,Dummy Data Generator,40.71,-74.01,2025-05-20T02:16:15.500826,2025-05-19T22:16:15.500827,New York,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",40.71,-74.01,Downtown
New York Downtown,no2,25.0,ppb,Dummy Data Generator,40.71,-74.01,2025-05-20T02:16:15.500831,2025-05-19T22:16:15.500832,New York,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",40.71,-74.01,Downtown
New York Downtown,no2,25.0,ppb,Dummy Data Generator,40.71,-74.01,2025-05-20T02:16:15.500836,2025-05-19T22:16:15.500837,New York,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",40.71,-74.01,Downtown
New York Downtown,no2,25.0,ppb,Dummy Data Generator,40.71,-74.01,2025-05-20T02:16:15.500840,2025-05-19T22:16:15.500841,New York,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",40.71,-74.01,Downtown
New York Downtown,no2,25.0,ppb,Dummy Data Generator,40.71,-74.01,2025-05-20T02:16:15.500844,2025-05-19T22:16:15.500846,New York,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",40.71,-74.01,Downtown
Los Angeles Downtown,pm25,35.0,µg/m³,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.485092,2025-05-19T22:16:15.485100,Los Angeles,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",34.05,-118.24,Downtown
Los Angeles Downtown,pm25,35.0,µg/m³,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.485109,2025-05-19T22:16:15.485112,Los Angeles,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",34.05,-118.24,Downtown
Los Angeles Downtown,pm25,35.0,µg/m³,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.485119,2025-05-19T22:16:15.485120,Los Angeles,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",34.05,-118.24,Downtown
Los Angeles Downtown,pm25,35.0,µg/m³,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.485127,2025-05-19T22:16:15.485128,Los Angeles,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",34.05,-118.24,Downtown
Los Angeles Downtown,pm25,35.0,µg/m³,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.485134,2025-05-19T22:16:15.485136,Los Angeles,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",34.05,-118.24,Downtown
Los Angeles Downtown,pm25,35.0,µg/m³,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.485142,2025-05-19T22:16:15.485143,Los Angeles,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",34.05,-118.24,Downtown
Los Angeles Downtown,pm25,35.0,µg/m³,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.485149,2025-05-19T22:16:15.485151,Los Angeles,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",34.05,-118.24,Downtown
Los Angeles Downtown,pm25,35.0,µg/m³,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.485157,2025-05-19T22:16:15.485159,Los Angeles,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",34.05,-118.24,Downtown
Los Angeles Downtown,pm25,35.0,µg/m³,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.485165,2025-05-19T22:16:15.485167,Los Angeles,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",34.05,-118.24,Downtown
Los Angeles Downtown,pm25,35.0,µg/m³,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.485172,2025-05-19T22:16:15.485174,Los Angeles,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",34.05,-118.24,Downtown
Los Angeles Downtown,o3,45.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.493336,2025-05-19T22:16:15.493341,Los Angeles,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,o3,45.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.493347,2025-05-19T22:16:15.493349,Los Angeles,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,o3,45.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.493352,2025-05-19T22:16:15.493353,Los Angeles,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,o3,45.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.493357,2025-05-19T22:16:15.493358,Los Angeles,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,o3,45.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.493361,2025-05-19T22:16:15.493362,Los Angeles,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,o3,45.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.493365,2025-05-19T22:16:15.493366,Los Angeles,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,o3,45.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.493369,2025-05-19T22:16:15.493370,Los Angeles,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,o3,45.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.493404,2025-05-19T22:16:15.493408,Los Angeles,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,o3,45.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.493415,2025-05-19T22:16:15.493416,Los Angeles,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,o3,45.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.493420,2025-05-19T22:16:15.493421,Los Angeles,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,no2,25.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.495015,2025-05-19T22:16:15.495018,Los Angeles,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,no2,25.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.495022,2025-05-19T22:16:15.495024,Los Angeles,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,no2,25.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.495027,2025-05-19T22:16:15.495028,Los Angeles,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,no2,25.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.495031,2025-05-19T22:16:15.495032,Los Angeles,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,no2,25.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.495035,2025-05-19T22:16:15.495036,Los Angeles,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,no2,25.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.495039,2025-05-19T22:16:15.495040,Los Angeles,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,no2,25.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.495044,2025-05-19T22:16:15.495045,Los Angeles,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,no2,25.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.495048,2025-05-19T22:16:15.495049,Los Angeles,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,no2,25.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.495052,2025-05-19T22:16:15.495053,Los Angeles,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,no2,25.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.495056,2025-05-19T22:16:15.495057,Los Angeles,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
London Downtown,pm25,35.0,µg/m³,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.502200,2025-05-19T22:16:15.502204,London,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",51.51,-0.13,Downtown
London Downtown,pm25,35.0,µg/m³,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.502208,2025-05-19T22:16:15.502209,London,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",51.51,-0.13,Downtown
London Downtown,pm25,35.0,µg/m³,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.502212,2025-05-19T22:16:15.502213,London,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",51.51,-0.13,Downtown
London Downtown,pm25,35.0,µg/m³,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.502216,2025-05-19T22:16:15.502217,London,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",51.51,-0.13,Downtown
London Downtown,pm25,35.0,µg/m³,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.502220,2025-05-19T22:16:15.502221,London,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",51.51,-0.13,Downtown
London Downtown,pm25,35.0,µg/m³,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.502224,2025-05-19T22:16:15.502225,London,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",51.51,-0.13,Downtown
London Downtown,pm25,35.0,µg/m³,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.502229,2025-05-19T22:16:15.502229,London,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",51.51,-0.13,Downtown
London Downtown,pm25,35.0,µg/m³,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.502233,2025-05-19T22:16:15.502233,London,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",51.51,-0.13,Downtown
London Downtown,pm25,35.0,µg/m³,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.502237,2025-05-19T22:16:15.502238,London,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",51.51,-0.13,Downtown
London Downtown,pm25,35.0,µg/m³,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.502241,2025-05-19T22:16:15.502242,London,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",51.51,-0.13,Downtown
London Downtown,o3,45.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.503399,2025-05-19T22:16:15.503402,London,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,o3,45.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.503406,2025-05-19T22:16:15.503407,London,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,o3,45.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.503411,2025-05-19T22:16:15.503412,London,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,o3,45.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.503440,2025-05-19T22:16:15.503442,London,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,o3,45.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.503446,2025-05-19T22:16:15.503447,London,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,o3,45.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.503450,2025-05-19T22:16:15.503451,London,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,o3,45.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.503455,2025-05-19T22:16:15.503456,London,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,o3,45.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.503459,2025-05-19T22:16:15.503460,London,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,o3,45.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.503463,2025-05-19T22:16:15.503464,London,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,o3,45.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.503467,2025-05-19T22:16:15.503468,London,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,no2,25.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.505319,2025-05-19T22:16:15.505324,London,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,no2,25.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.505371,2025-05-19T22:16:15.505379,London,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,no2,25.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.505389,2025-05-19T22:16:15.505391,London,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,no2,25.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.505398,2025-05-19T22:16:15.505400,London,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,no2,25.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.505407,2025-05-19T22:16:15.505409,London,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,no2,25.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.505415,2025-05-19T22:16:15.505417,London,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,no2,25.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.505423,2025-05-19T22:16:15.505425,London,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,no2,25.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.505431,2025-05-19T22:16:15.505433,London,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,no2,25.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.505439,2025-05-19T22:16:15.505441,London,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,no2,25.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.505447,2025-05-19T22:16:15.505449,London,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
