location,parameter,value,unit,sourcename,coordinates_latitude,coordinates_longitude,date_utc,date_local,city,aqi,aqi_category,health_recommendation,latitude,longitude,district
Los Angeles Downtown,pm25,35.0,µg/m³,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.638875,2025-05-19T19:13:03.638877,Los Angeles,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",34.05,-118.24,Downtown
Los Angeles Downtown,pm25,35.0,µg/m³,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.638883,2025-05-19T19:13:03.638885,Los Angeles,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",34.05,-118.24,Downtown
Los Angeles Downtown,pm25,35.0,µg/m³,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.638891,2025-05-19T19:13:03.638893,Los Angeles,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",34.05,-118.24,Downtown
Los Angeles Downtown,pm25,35.0,µg/m³,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.638899,2025-05-19T19:13:03.638901,Los Angeles,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",34.05,-118.24,Downtown
Los Angeles Downtown,pm25,35.0,µg/m³,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.638908,2025-05-19T19:13:03.638910,Los Angeles,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",34.05,-118.24,Downtown
Los Angeles Downtown,pm25,35.0,µg/m³,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.638916,2025-05-19T19:13:03.638918,Los Angeles,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",34.05,-118.24,Downtown
Los Angeles Downtown,o3,45.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.648920,2025-05-19T19:13:03.648930,Los Angeles,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,o3,45.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.648939,2025-05-19T19:13:03.648941,Los Angeles,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,o3,45.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.648946,2025-05-19T19:13:03.648948,Los Angeles,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,o3,45.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.648953,2025-05-19T19:13:03.648955,Los Angeles,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,o3,45.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.648959,2025-05-19T19:13:03.648961,Los Angeles,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,o3,45.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.648966,2025-05-19T19:13:03.648968,Los Angeles,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,o3,45.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.648972,2025-05-19T19:13:03.648974,Los Angeles,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,o3,45.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.648979,2025-05-19T19:13:03.648981,Los Angeles,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,o3,45.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.648986,2025-05-19T19:13:03.648987,Los Angeles,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,o3,45.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.648992,2025-05-19T19:13:03.648994,Los Angeles,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,no2,25.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.651381,2025-05-19T19:13:03.651385,Los Angeles,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,no2,25.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.651392,2025-05-19T19:13:03.651394,Los Angeles,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,no2,25.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.651399,2025-05-19T19:13:03.651401,Los Angeles,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,no2,25.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.651405,2025-05-19T19:13:03.651407,Los Angeles,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,no2,25.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.651412,2025-05-19T19:13:03.651414,Los Angeles,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,no2,25.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.651418,2025-05-19T19:13:03.651420,Los Angeles,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,no2,25.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.651425,2025-05-19T19:13:03.651427,Los Angeles,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,no2,25.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.651431,2025-05-19T19:13:03.651433,Los Angeles,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,no2,25.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.651438,2025-05-19T19:13:03.651439,Los Angeles,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,no2,25.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.651444,2025-05-19T19:13:03.651446,Los Angeles,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
London Downtown,pm25,35.0,µg/m³,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.660634,2025-05-19T19:13:03.660637,London,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",51.51,-0.13,Downtown
London Downtown,pm25,35.0,µg/m³,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.660642,2025-05-19T19:13:03.660644,London,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",51.51,-0.13,Downtown
London Downtown,pm25,35.0,µg/m³,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.660648,2025-05-19T19:13:03.660649,London,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",51.51,-0.13,Downtown
London Downtown,pm25,35.0,µg/m³,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.660653,2025-05-19T19:13:03.660655,London,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",51.51,-0.13,Downtown
London Downtown,pm25,35.0,µg/m³,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.660658,2025-05-19T19:13:03.660660,London,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",51.51,-0.13,Downtown
London Downtown,pm25,35.0,µg/m³,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.660663,2025-05-19T19:13:03.660665,London,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",51.51,-0.13,Downtown
London Downtown,pm25,35.0,µg/m³,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.660669,2025-05-19T19:13:03.660670,London,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",51.51,-0.13,Downtown
London Downtown,pm25,35.0,µg/m³,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.660674,2025-05-19T19:13:03.660675,London,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",51.51,-0.13,Downtown
London Downtown,pm25,35.0,µg/m³,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.660679,2025-05-19T19:13:03.660680,London,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",51.51,-0.13,Downtown
London Downtown,pm25,35.0,µg/m³,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.660684,2025-05-19T19:13:03.660685,London,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",51.51,-0.13,Downtown
London Downtown,o3,45.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.662209,2025-05-19T19:13:03.662212,London,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,o3,45.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.662217,2025-05-19T19:13:03.662218,London,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,o3,45.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.662222,2025-05-19T19:13:03.662224,London,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,o3,45.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.662227,2025-05-19T19:13:03.662229,London,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,o3,45.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.662233,2025-05-19T19:13:03.662234,London,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,o3,45.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.662238,2025-05-19T19:13:03.662239,London,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,o3,45.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.662243,2025-05-19T19:13:03.662245,London,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,o3,45.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.662248,2025-05-19T19:13:03.662250,London,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,o3,45.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.662253,2025-05-19T19:13:03.662271,London,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,o3,45.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.662288,2025-05-19T19:13:03.662291,London,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,no2,25.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.664576,2025-05-19T19:13:03.664581,London,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,no2,25.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.664587,2025-05-19T19:13:03.664589,London,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,no2,25.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.664593,2025-05-19T19:13:03.664595,London,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,no2,25.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.664598,2025-05-19T19:13:03.664600,London,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,no2,25.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.664604,2025-05-19T19:13:03.664605,London,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,no2,25.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.664609,2025-05-19T19:13:03.664611,London,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,no2,25.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.664614,2025-05-19T19:13:03.664616,London,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,no2,25.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.664620,2025-05-19T19:13:03.664621,London,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,no2,25.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.664625,2025-05-19T19:13:03.664626,London,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,no2,25.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.664630,2025-05-19T19:13:03.664632,London,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
